iter	Logloss
709	0.09346402838
710	0.09346012834
711	0.09345817468
712	0.09345456174
713	0.09345203462
714	0.09344974838
715	0.09344714103
716	0.09344219549
717	0.09343908622
718	0.09343029765
719	0.09342520991
720	0.09342072946
721	0.09341575038
722	0.09341510415
723	0.09340866035
724	0.09340460568
725	0.09339676117
726	0.0933945557
727	0.0933920204
728	0.0933896482
729	0.09338800238
730	0.0933798264
731	0.0933758294
732	0.09337458092
733	0.09337053374
734	0.09336673554
735	0.09336493606
736	0.09335810142
737	0.09335695266
738	0.09335291871
739	0.09334932662
740	0.09334414128
741	0.0933349408
742	0.09333231551
743	0.09332780112
744	0.09332649801
745	0.09332272948
746	0.09331959198
747	0.09331702985
748	0.09331518876
749	0.09331127173
750	0.09330547824
751	0.09330309663
752	0.0932989206
753	0.09329512761
754	0.09329155202
755	0.09328673694
756	0.0932855029
757	0.09328272223
758	0.09328216167
759	0.0932763069
760	0.09327270506
761	0.09326695745
762	0.09326161527
763	0.09325781712
764	0.09325567666
765	0.09325268461
766	0.09325105542
767	0.09324699921
768	0.09324429271
769	0.0932428437
770	0.09323979492
771	0.09323630259
772	0.09323335203
773	0.09322967989
774	0.09322635871
775	0.09322215811
776	0.09321833309
777	0.09321110247
778	0.09320555773
779	0.09320213637
780	0.09319921249
781	0.09319640613
782	0.09319285678
783	0.09318783241
784	0.09318363268
785	0.09318014392
786	0.09317379219
787	0.09316908025
788	0.09316614677
789	0.0931646931
790	0.09315477511
791	0.09315181748
792	0.09314798385
793	0.09314333067
794	0.09313872579
795	0.09313561649
796	0.09312928062
797	0.09312535954
798	0.09311865569
799	0.09311566957
800	0.09310716115
801	0.09310576446
802	0.09310439095
803	0.09310045019
804	0.093098296
805	0.09309315157
806	0.09308970281
807	0.0930865516
808	0.09308320763
809	0.09307998102
810	0.09307355469
811	0.0930708169
812	0.09306631157
813	0.09306297388
814	0.09306020368
815	0.09305728756
816	0.09305090421
817	0.09304309387
818	0.09303732765
819	0.093029333
820	0.09302635585
821	0.09302096965
822	0.09301808038
823	0.09301627768
824	0.09301242332
825	0.09300930393
826	0.09300434861
827	0.09299997785
828	0.09299728023
829	0.0929930408
830	0.0929907621
831	0.0929840607
832	0.09297918151
833	0.0929766878
834	0.09297191929
835	0.09296767169
836	0.0929646086
837	0.09296169833
838	0.09295686115
839	0.09295422873
840	0.09295097803
841	0.09294786181
842	0.09294595206
843	0.09294159355
844	0.09293769221
845	0.09293105728
846	0.09292553708
847	0.09292265456
848	0.09291784029
849	0.092911634
850	0.09290857373
851	0.09290434345
852	0.09290039496
853	0.09289638931
854	0.09289145102
855	0.09288795739
856	0.09288370621
857	0.09287800492
858	0.09287541429
859	0.09287267513
860	0.0928687785
861	0.09286609519
862	0.09286207929
863	0.09285918388
864	0.09285639236
865	0.0928514548
866	0.09284859482
867	0.09284469703
868	0.09284113655
869	0.09283682898
870	0.09283563134
871	0.09283354291
872	0.09283182143
873	0.09282948752
874	0.09282588059
875	0.09282269648
876	0.09282071703
877	0.09281730261
878	0.0928123155
879	0.09280609883
880	0.0928016177
881	0.09279936033
882	0.09279626961
883	0.09279285201
884	0.09279175897
885	0.09278696615
886	0.09278172057
887	0.09277128108
888	0.09276808429
889	0.09276124782
890	0.09275713473
891	0.09275547411
892	0.09275297876
893	0.09275125853
894	0.0927483773
895	0.09274423066
896	0.09274158309
897	0.09273726468
898	0.09273470162
899	0.09273121614
900	0.09272754045
901	0.09272270414
902	0.09272004157
903	0.09271694159
904	0.09271234924
905	0.09271158243
906	0.09270915736
907	0.09270707461
908	0.09270297408
909	0.09269795867
910	0.09269537518
911	0.09269343989
912	0.09268934904
913	0.09268792412
914	0.09268515961
915	0.09268110661
916	0.09267821423
917	0.09267497324
918	0.09267151077
919	0.0926684542
920	0.09266529743
921	0.09265878722
922	0.09265588238
923	0.09265124511
924	0.09264772699
925	0.09264226732
926	0.09263707603
927	0.09263437103
928	0.09263213874
929	0.09262981681
930	0.09262709956
931	0.09262340614
932	0.09261995602
933	0.09261427633
934	0.09261267933
935	0.0926079911
936	0.09260368973
937	0.09260018261
938	0.09259728576
939	0.09259415712
940	0.09259326379
941	0.09259140279
942	0.09258859187
943	0.09258647756
944	0.09258529707
945	0.09257976655
946	0.09257636276
947	0.09257396916
948	0.09256964683
949	0.09256561674
950	0.09255972325
951	0.09255938403
952	0.09255448699
953	0.09255239981
954	0.09255019456
955	0.09254226805
956	0.09253813779
957	0.09253545178
958	0.09253098923
959	0.0925250963
960	0.09251898959
961	0.09251601083
962	0.09251439313
963	0.09251082012
964	0.09250820323
965	0.09250456639
966	0.0925026332
967	0.0924987131
968	0.09249380821
969	0.09249155203
970	0.09248609942
971	0.09248159806
972	0.09247974793
973	0.09247223756
974	0.09247012538
975	0.0924691716
976	0.09246699965
977	0.09246309536
978	0.0924592575
979	0.09245595597
980	0.09245441013
981	0.09245117221
982	0.0924485653
983	0.09244533262
984	0.09244132492
985	0.09243906266
986	0.09243547205
987	0.09243152879
988	0.09242896731
989	0.09242440949
990	0.09242155922
991	0.09241597209
992	0.09241428832
993	0.09241144267
994	0.0924068804
995	0.09239820271
996	0.09239431857
997	0.09239180114
998	0.09238727052
999	0.0923844843
