iter	Logloss
0	0.5185099586
1	0.3923009572
2	0.3131358958
3	0.2531675713
4	0.2129054098
5	0.1850357939
6	0.1691777854
7	0.1529008694
8	0.1419335074
9	0.1359342587
10	0.1274422336
11	0.1213887815
12	0.1174385609
13	0.115247792
14	0.1127097288
15	0.110778844
16	0.1094612107
17	0.1084505907
18	0.1075341925
19	0.1068599514
20	0.1064087239
21	0.1060618446
22	0.105565684
23	0.1050676752
24	0.1046440527
25	0.1043007807
26	0.1039509042
27	0.1037187272
28	0.1034600249
29	0.1030426764
30	0.1025579295
31	0.1023378449
32	0.1021778914
33	0.1019265085
34	0.1018501524
35	0.1016827349
36	0.1014298177
37	0.1012768743
38	0.1011458575
39	0.1010034809
40	0.1009217643
41	0.1007071929
42	0.1006015008
43	0.1005108179
44	0.1004156821
45	0.1003718018
46	0.1002934396
47	0.1002006688
48	0.1001061048
49	0.1000414384
50	0.09999175011
51	0.09994269071
52	0.09986473766
53	0.09978696961
54	0.09971299048
55	0.09967029899
56	0.09958939429
57	0.0995226431
58	0.09944519509
59	0.09940218243
60	0.09933475304
61	0.09929911229
62	0.09925309536
63	0.09919303578
64	0.09912957434
65	0.09906951118
66	0.09903244993
67	0.09898376472
68	0.0989211435
69	0.09890105918
70	0.09883118275
71	0.09877578373
72	0.09873177905
73	0.09869894325
74	0.09866641223
75	0.0986228666
76	0.09856471501
77	0.09854787514
78	0.09851963683
79	0.09849826566
80	0.09845660334
81	0.09841253954
82	0.09836914894
83	0.09833349912
84	0.09822215175
85	0.09820152279
86	0.09816995494
87	0.09809907351
88	0.09807286061
89	0.09805726315
90	0.09803483158
91	0.09800144407
92	0.09798946825
93	0.09797578031
94	0.09795050172
95	0.09790481546
96	0.09787654804
97	0.09784333456
98	0.09780355831
99	0.09778870794
100	0.09776087178
101	0.09774087972
102	0.09771569689
103	0.09767522797
104	0.09763472757
105	0.09761822206
106	0.09759980166
107	0.09756682134
108	0.0975572636
109	0.09752434076
110	0.09751244123
111	0.09749783871
112	0.09748466049
113	0.09744535468
114	0.09742060782
115	0.09741271326
116	0.09738225489
117	0.09730636289
118	0.09729299072
119	0.09725039598
120	0.09723447091
121	0.09720205334
122	0.09719494107
123	0.09718636999
124	0.09716203676
125	0.09714881202
126	0.0971093138
127	0.09708386302
128	0.09707448697
129	0.09704807455
130	0.09701048491
131	0.09699735145
132	0.0969744263
133	0.09696536022
134	0.09694083367
135	0.09690740412
136	0.09689945113
137	0.09689461945
138	0.09687829972
139	0.0968602542
140	0.09685219126
141	0.0968375343
142	0.09681998723
143	0.0967967364
144	0.0967842943
145	0.09677366592
146	0.09676383067
147	0.09675424845
148	0.09674283168
149	0.09672979681
150	0.09669412031
151	0.09668710938
152	0.09667973395
153	0.09667132786
154	0.09665993688
155	0.09665569825
156	0.0966471977
157	0.09663895569
158	0.09663337091
159	0.09661314976
160	0.09660771228
161	0.09659918988
162	0.09658355915
163	0.09655518072
164	0.0965159459
165	0.09649472958
166	0.09648826806
167	0.0964805976
168	0.09647560865
169	0.09645934966
170	0.09644966153
171	0.09643690434
172	0.0964297829
173	0.09641116229
174	0.09639202649
175	0.09637409634
176	0.0963653197
177	0.09635444029
178	0.09634982557
179	0.09634341942
180	0.09633672917
181	0.09632136868
182	0.09631763076
183	0.09630882964
184	0.09629005636
185	0.09628574352
186	0.09627448561
187	0.09626660757
188	0.09625972653
189	0.09625571989
190	0.09623871656
191	0.09622174
192	0.09620361136
193	0.09619270244
194	0.09619082498
195	0.09618730868
196	0.09617935717
197	0.09617433356
198	0.09615981407
199	0.09613747729
200	0.0961333992
201	0.09612082553
202	0.09611298016
203	0.09609909258
204	0.09608958545
205	0.09607749431
206	0.09606851692
207	0.09605917425
208	0.0960553298
209	0.09603855559
210	0.09602779938
211	0.09601758088
212	0.09601303993
213	0.09600656065
214	0.09599902282
215	0.09598983345
216	0.09598434696
217	0.09597902589
218	0.09597431303
219	0.09596561836
220	0.09595412595
221	0.09594555364
222	0.09594002414
223	0.09593163353
224	0.09592120908
225	0.09591427421
226	0.09590557456
227	0.09589789216
228	0.09589203787
229	0.09588222676
230	0.09587789832
231	0.09586965287
232	0.09586273576
233	0.09584916225
234	0.09583858845
235	0.0958311857
236	0.09582605961
237	0.09581749664
238	0.09581280429
239	0.09580668232
240	0.0957942823
241	0.09578600078
242	0.09577577603
243	0.09576617614
244	0.09575797678
245	0.0957491309
246	0.09574281678
247	0.09572863804
248	0.09572319616
249	0.09571480092
250	0.09570696158
251	0.09570261728
252	0.09569813393
253	0.09569182271
254	0.09568547907
255	0.09568062762
256	0.09567289354
257	0.09566894425
258	0.09566491425
259	0.09566004517
260	0.09565687622
261	0.09565043818
262	0.09564341586
263	0.09563500537
264	0.09562786132
265	0.09562023547
266	0.09561363878
267	0.09560874728
268	0.09560602081
269	0.09559680672
270	0.09559138484
271	0.09558383849
272	0.09557778065
273	0.09557252681
274	0.09556782035
275	0.09555508314
276	0.09553609117
277	0.09553047906
278	0.09552526164
279	0.09551968223
280	0.09551479233
281	0.09550794581
282	0.09549833976
283	0.09547196101
284	0.09546963836
285	0.0954657299
286	0.09546046227
287	0.09545701223
288	0.09545138466
289	0.09544934491
290	0.09544048134
291	0.09543867852
292	0.09543476938
293	0.09542852946
294	0.09542366294
295	0.09541704547
296	0.09540786048
297	0.09540325739
298	0.09539766082
299	0.09539193834
300	0.09537848593
301	0.09537215485
302	0.0953630581
303	0.09535808797
304	0.09535377235
305	0.0953512589
306	0.09534493297
307	0.09533346707
308	0.09532829194
309	0.09532310118
310	0.09531433076
311	0.09530799614
312	0.0953050133
313	0.09530144137
314	0.09529700964
315	0.09529110474
316	0.09528062665
317	0.09527526108
318	0.09526691193
319	0.09526029073
320	0.09525256543
321	0.09524383927
322	0.09524113795
323	0.09523755036
324	0.09523259397
325	0.09522787838
326	0.09521816841
327	0.09521257341
328	0.09520714487
329	0.09519629794
330	0.09519509826
331	0.09519309539
332	0.09518169718
333	0.09517591765
334	0.09516969262
335	0.09516382031
336	0.09515783701
337	0.09514927067
338	0.09514324265
339	0.09513795263
340	0.09513077986
341	0.0951258659
342	0.09511799854
343	0.0951116378
344	0.09510880236
345	0.09510621399
346	0.09510139206
347	0.09509286786
348	0.09508800718
349	0.0950835777
350	0.09507994676
351	0.09507409867
352	0.09507061553
353	0.09506669239
354	0.09506409702
355	0.09505263868
356	0.09504228186
357	0.09503701433
358	0.09502950769
359	0.09502622488
360	0.09501975754
361	0.09501006899
362	0.09500186723
363	0.09499203727
364	0.09498461709
365	0.09497675191
366	0.09497442002
367	0.0949690558
368	0.09496695842
369	0.09496249162
370	0.09495474995
371	0.09495041486
372	0.0949464048
373	0.0949435181
374	0.09493852537
375	0.09493325349
376	0.09492825429
377	0.09492528171
378	0.09492172003
379	0.09491136174
380	0.09490591481
381	0.09490079854
382	0.09489738039
383	0.09489344594
384	0.09488777658
385	0.09488061343
386	0.09487515696
387	0.09486712372
388	0.09486449597
389	0.09485976479
390	0.09485725181
391	0.09485360453
392	0.09484551217
393	0.0948438226
394	0.09484033325
395	0.09483209236
396	0.09482669923
397	0.09482173176
398	0.09481446438
399	0.09481134055
400	0.09480852343
401	0.09480366703
402	0.09479599865
403	0.09479042739
404	0.09478556273
405	0.09477986892
406	0.09477648899
407	0.09477203943
408	0.09476686233
409	0.09476233621
410	0.09475938313
411	0.09475704068
412	0.09475361161
413	0.09474770729
414	0.09474273823
415	0.09473920245
416	0.09473746188
417	0.09473540649
418	0.0947323842
419	0.09472664677
420	0.09472236901
421	0.0947185253
422	0.09471491594
423	0.09471075305
424	0.09470654908
425	0.09470214409
426	0.09469844828
427	0.09469453134
428	0.09468577182
429	0.09468107805
430	0.09467649034
431	0.09467174446
432	0.09466544346
433	0.09465935798
434	0.09465613639
435	0.09465372384
436	0.09464739239
437	0.09464145747
438	0.09463756972
439	0.09463067778
440	0.09462438255
441	0.09462063014
442	0.09461775043
443	0.09461544025
444	0.09461135082
445	0.09460791671
446	0.09460387576
447	0.09459945083
448	0.09459285806
449	0.09458900993
450	0.09458408921
451	0.09458106041
452	0.09457451822
453	0.09456935533
454	0.09456624086
455	0.09456314929
456	0.09455550155
457	0.09455243044
458	0.09454817444
459	0.09454143916
460	0.0945349789
461	0.09453154589
462	0.09452510014
463	0.09451867031
464	0.09451172704
465	0.09450929432
466	0.09450221552
467	0.09449992652
468	0.09449645378
469	0.09449247991
470	0.09448878579
471	0.09448190647
472	0.09447417535
473	0.09446979193
474	0.09446700859
475	0.09446169061
476	0.09445242172
477	0.09444976212
478	0.09444176351
479	0.09443375919
480	0.09442665912
481	0.094421148
482	0.09440925964
483	0.09440420917
484	0.09439653726
485	0.09439423912
486	0.09439083839
487	0.09438090009
488	0.0943770149
489	0.09437341355
490	0.09436919626
491	0.09436741007
492	0.09435947118
493	0.09435469261
494	0.09434956812
495	0.09433940753
496	0.09433456128
497	0.09433060725
498	0.09432718984
499	0.09432245935
500	0.0943194964
501	0.09431456362
502	0.09431292692
503	0.09430508117
504	0.09430240577
505	0.0942934086
506	0.09429026131
507	0.09428754081
508	0.09428566893
509	0.09428195038
510	0.09427912028
511	0.09426963094
512	0.09426531348
513	0.09426203563
514	0.09426005724
515	0.09425557877
516	0.09425149597
517	0.09424737012
518	0.09424398495
519	0.09424107818
520	0.09422690474
521	0.09422211201
522	0.09421906263
523	0.09421451752
524	0.09420789717
525	0.09420604074
526	0.09420418689
527	0.09420000938
528	0.09419669607
529	0.09419307574
530	0.09418912792
531	0.09418294163
532	0.0941763951
533	0.09417388221
534	0.09417083549
535	0.0941680785
536	0.09416447516
537	0.09415873558
538	0.09415520053
539	0.09415259073
540	0.09414677862
541	0.0941414178
542	0.09413867583
543	0.09413332047
544	0.09411939272
545	0.09411537278
546	0.09411241115
547	0.09410942961
548	0.09410548902
549	0.09410148543
550	0.09409702965
551	0.0940927753
552	0.09408874331
553	0.09408404415
554	0.09407927726
555	0.09407624581
556	0.09407187862
557	0.09406607036
558	0.09406248549
559	0.0940590322
560	0.09405276181
561	0.09404985007
562	0.09404743198
563	0.09404315864
564	0.09403801434
565	0.09403599185
566	0.09402852313
567	0.09402451817
568	0.09402262936
569	0.09402039766
570	0.09401769842
571	0.0940118073
572	0.09400785329
573	0.09400446748
574	0.09400181466
575	0.09399738347
576	0.09399328021
577	0.09399121464
578	0.09398656447
579	0.09398421784
580	0.09397928354
581	0.093973297
582	0.093972106
583	0.09397012417
584	0.09396795746
585	0.09396414543
586	0.09395962899
587	0.09395291904
588	0.09394873538
589	0.0939409401
590	0.09393701856
591	0.09393162339
592	0.09392729786
593	0.09392489032
594	0.09392223259
595	0.09391779463
596	0.09391392947
597	0.09390867361
598	0.09390272309
599	0.09389877689
600	0.09389657442
601	0.09389360357
602	0.09389045889
603	0.09388474391
604	0.09388351051
605	0.09387997317
606	0.09387330581
607	0.09386846575
608	0.09386247767
609	0.09385942664
610	0.09385599294
611	0.09385346191
612	0.09384932038
613	0.09384596136
614	0.09384192435
615	0.0938397532
616	0.09383164455
617	0.09382995875
618	0.09382613423
619	0.09382400436
620	0.09381899612
621	0.09381415757
622	0.09381270611
623	0.09380943448
624	0.09380635736
625	0.09379888631
626	0.09379162671
627	0.09378493298
628	0.09378036346
629	0.09377645156
630	0.09377406801
631	0.0937712046
632	0.093769176
633	0.0937624737
634	0.09375983319
635	0.09375471311
636	0.09374739494
637	0.09374466271
638	0.09373923802
639	0.09373614767
640	0.0937304494
641	0.0937230796
642	0.09372080041
643	0.09371752898
644	0.09371417241
645	0.09371132666
646	0.09370818664
647	0.09370425886
648	0.09370229841
649	0.0936966364
650	0.09369199337
651	0.09368900966
652	0.09368497571
653	0.09367808125
654	0.09367427223
655	0.09367094138
656	0.09366329713
657	0.093661971
658	0.09365817517
659	0.09365327096
660	0.09364961476
661	0.09364286114
662	0.09363879765
663	0.09363746667
664	0.09363299528
665	0.09363051958
666	0.09362539415
667	0.09362268539
668	0.09361931259
669	0.09361571976
670	0.09361478309
671	0.09360710579
672	0.09360178538
673	0.09359800059
674	0.09359492283
675	0.09359180496
676	0.09358357465
677	0.09357990249
678	0.09357642253
679	0.0935723581
680	0.09356880304
681	0.09356181643
682	0.09355656928
683	0.09355539722
684	0.09355327306
685	0.09355163221
686	0.09354845507
687	0.09354369211
688	0.09353857482
689	0.09353251024
690	0.09352849552
691	0.09352567949
692	0.09352338252
693	0.09351476668
694	0.09351351336
695	0.09351104228
696	0.09350631473
697	0.09350490214
698	0.09350183453
699	0.09350014568
700	0.09349822357
701	0.09349688459
702	0.09349180483
703	0.09348893136
704	0.09348691984
705	0.09348493797
706	0.09348170107
707	0.09347906548
708	0.09346983296
